movie_id,tags
1625,mindfuck mystery plottwist psychological suspense twistending twistending mystery
1704,inspirational heartwarming inspirational
1921,hallucinatory mentalillness mindfuck paranoid mathematics artsy atmospheric cerebral enigmatic existentialism hallucinatory insanity paranoia paranoid surreal tense visuallyappealing
2160,atmospheric creepy paranoia scary suspense demons
2296,snl
2329,thought-provoking racism edwardnorton emotional politics
2505,nicolascage
2571,martialarts sci-fi alternateuniverse philosophy postapocalyptic
2700,adulthumor controversial crudehumor freespeech parody satire southpark treyparker
2959,darkcomedy psychology thought-provoking twistending darkcomedy violence action atmospheric basedonabook bradpitt challenging chuckpalahniuk classic clever complicated consumerism crime dark darkcomedy davidfincher disturbing doublelife edwardnorton fighting greatacting helenabonhamcarter imaginaryfriend imdbtop250 mentalillness mind-blowing mindfuck narrated nudity(topless) palahnuik philosophical philosophy postmodern powerfulending psychological psychologicalthriller psychology quirky satirical schizophrenia socialcommentary societalcriticism stylized surreal terrorism thought-provoking twist twistending violence violent
3176,basedonabook creepy disturbing judelaw murder obsession psychology secrets serialkiller suspense europe murder
3186,asylum basedonatruestory brittanymurphy mentalhospital psychology winonaryder
3499,claustrophobic horror scary stephenking suspenseful tense thriller
3527,aliens sci-fi scificult aliens arnoldschwarzenegger dialogue guns jesseventura macho sci-fi scificult
3911,satire dogs
3948,comedy robertdeniro
4262,alpacino
4816,benstiller comedy davidbowie goofy mindlessoneliners willferrell
4993,fantasy highfantasy magic mythology tolkien wizards tolkein
5291,blackandwhite samurai innetflixqueue samurai
6016,multiplestorylines truestory crime photography violence notseen
6188,comedy willferrell
6290,robzombie
8950,christianbale creepy powerfulending psychology schizophrenia twistending psychology
27020,drugs lesbian
30825,benstiller robertdeniro
34323,robzombie
40278,jakegyllenhaal modernwar
53127,basedonaplay conspiracytheory creepy insanity paranoia ptsd
66097,claymation creepy dark darkfairytale surreal timburton
68157,blackcomedy bradpitt christophwaltz quentintarantino satire
74458,insanity leonardodicaprio martinscorsese plottwist psychological psychologicalthriller thought-provoking
79132,action alternatereality leonardodicaprio sci-fi thought-provoking visuallyappealing dreamlike surreal visuallyappealing bigbudget clever complicated deadwife greatsoundtrack heist intellectual mindfuck philosophy psychological psychology suspense thought-provoking cerebral dreamlike philosophy thought-provoking
81562,stranded
81591,alterego atmospheric creepy horror obsession surreal
102903,illusions overcomplicated predictable stupidending
104879,absorbing acting atmospheric hughjackman jakegyllenhaal morality mystery thriller
106100,jaredleto socialcommentary uplifting
112515,atmospheric dark metaphorical psychological
112556,annoying stupidending
750,darkcomedy atomicbomb blackcomedy darkcomedy satire purityofessence slimpickens blackcomedy darkcomedy quirky
58559,psychology superhero dark gritty
5952,myth tolkein
98809,action myth
152711,cambodia crime humanrights murder procedural
5,pregnancy remake
7,remake
11,politics president
14,politics president
16,mafia
17,janeausten
21,hollywood
22,serialkiller
25,alcoholism
26,shakespeare
28,innetflixqueue janeausten
29,kidnapping
31,highschool teacher
34,animalmovie pigs villainnonexistentornotneededforgoodstory
36,deathpenalty nun
38,twins
40,innetflixqueue southafrica
41,shakespeare
43,england
45,journalism
46,wedding
52,adoption prostitution
58,writing
62,music
92,jekyllandhyde
96,theater
101,crime off-beatcomedy quirky
107,muppets
111,assassination
116,holocaust
122,dating
140,journalism
150,moon nasa space
160,michaelcrichton
161,submarine
162,innetflixqueue
185,computers
199,mademecry
215,generationx
216,school adamsandler stoplookingatmeswan
222,ireland
224,mentalillness psychology
230,stephenking
232,innetflixqueue
235,moviebusiness
237,basketball france infertility
246,basketball
247,australia
249,beethoven
252,einstein
257,court
261,louisamayalcott
262,england girlpower india
272,england mentalillness
277,christmas
279,innetflixqueue
280,prison
282,disability twins
290,innetflixqueue
300,tv
307,death
308,marriage cynical
316,timetravel
317,christmas
318,prison stephenking wrongfulimprisonment morganfreeman
326,innetflixqueue
329,enterprise
337,mentalillness
338,serialkiller
339,coma
342,australia weddings
345,crossdressing menindrag remade
349,tomclancy
350,johngrisham
351,interracialromance
356,shrimp vietnam bubbagumpshrimp lieutenantdan stupidisasstupiddoes bittersweet emotional heartwarming touching
357,wedding
361,gambling
363,holocaust innetflixqueue
371,journalism
377,bus
380,spies
381,alcoholism
412,edithwharton
421,horses
425,mentalillness oscar(bestactress)
440,president
454,johngrisham
457,basedonatvshow
471,hulahoop
474,assassination
475,ireland
477,biopic
480,dinosaur
488,japan sexuality
497,shakespeare
500,crossdressing divorce menindrag
508,aids
513,radio showbusiness
515,butler housekeeper
516,military
522,australia racism violence
524,football
529,chess
531,innetflixqueue
534,c.s.lewis
535,largecast
538,race
539,empirestatebuilding
543,beatpoetry
551,christmas halloween
556,politics
562,adolescence
586,christmas
587,overrated
588,disney
590,americanindians nativeamericans
592,superhero
593,hanniballector disturbing drama gothic psychology suspense
594,disney
595,disney
596,disney
597,prostitution
616,disney
638,babies
647,gulfwar
648,basedonatvshow
668,india
670,india
671,spoof
673,bugsbunny
708,veterinarian
720,aardman
728,innetflixqueue
733,alcatraz michaelbay terrorism
736,disaster
745,aardman
748,aliens
780,aliens
800,innetflixqueue
805,johngrisham
818,basedonatvshow
830,adultery
832,kidnapping givemebackmyson! itwasmelodramaticandkindofdumb melgibson
838,janeausten
852,golf
858,mafia
892,shakespeare
898,divorce
899,moviebusiness
900,france
902,capote
903,falling alfredhitchcock atmospheric imdbtop250 jamesstewart
904,voyeurism imdbtop250 jamesstewart mystery photographer photography
905,screwball
906,brooch
907,divorce
908,mountrushmore alfredhitchcock imdbtop250
909,adultery
910,menindrag
911,heist
912,startofabeautifulfriendship
913,statue
914,georgebernardshaw
915,richguy-poorgirl
916,italy royalty
918,1900s
919,dorothy toto
920,civilwar
921,television
922,movies eerie moviebusiness
923,rosebud
924,hal space aliens apes arthurc.clarke artificialintelligence atmospheric cinematography classic computer confusingending cultfilm dull future futuristic imdbtop250 masterpiece meditative music mystery oscar(besteffects-visualeffects) overrated philosophical relaxing revolutionary robots sci-fi setting:space/spaceship slow slowpaced soundtrack space spacetravel spacecraft stanleykubrick superbsoundtrack surreal technology tedious visual visuallyappealing
926,hollywood
927,divorce
928,mrs.dewinter
929,europe journalism war
930,assassination
931,amnesia
934,wedding
936,coldwar russia
938,prostitution
940,swashbuckler
941,swashbuckler
943,ghosts
944,shangri-la
945,astaireandrogers
947,butler homeless screwball
948,oil
950,nickandnoracharles
951,screwball
952,race
953,christmas
954,politics
955,leopard screwball
956,adoption
965,fugitive
968,zombies
969,missionary
970,crime
971,tennesseewilliams
973,journalism
976,hemingway
986,animalmovie
991,ireland
994,food
1006,deathpenalty johngrisham
1010,disney race
1013,twins
1022,disney
1025,disney kingarthur
1028,disney nanny
1029,disney
1030,disney
1032,disney
1033,disney
1035,rogersandhammerstein
1041,innetflixqueue
1042,music
1066,astaireandrogers
1068,anti-semitism
1076,governess
1079,fish
1080,bible parody religion
1081,crossdressing
1082,politics
1084,1920s gangsters
1088,dance music
1090,vietnam
1093,1960s jimmorrison music
1096,holocaust
1097,aliens
1103,1950s adolescence
1104,tennesseewilliams
1124,aging
1125,clousseau
1135,military
1147,boxing innetflixqueue
1148,aardman
1171,politics
1177,italy
1178,court military
1179,crime
1183,adultery
1185,innetflixqueue
1187,disability
1188,australia dance
1189,innetflixqueue police
1196,iamyourfather space spaceopera classic georgelucas harrisonford music originalplot sci-fi sequel
1197,inigomontoya six-fingeredman
1201,spaghettiwestern
1203,court claustrophobic confrontational earnest gooddialogue greatscreenplay gritty motivational thought-provoking
1204,middleeast
1206,brainwashing
1207,harperlee racism
1208,vietnam
1209,spaghettiwestern
1210,darthvader lukeskywalker spaceopera
1212,ferriswheel venice zither
1213,mafia
1214,aliens
1217,samurai
1220,saturdaynightlive
1222,vietnam anti-war
1223,moon
1224,shakespeare
1225,mozart salieri
1228,boxing
1230,newyork
1231,nasa space
1233,submarine
1234,theentertainer
1235,may-decemberromance
1237,chess death atmospheric cerebral existentialism philosophical reflective
1242,civilwar
1243,shakespearesortof
1244,blackandwhite
1245,mafia
1247,simonandgarfunkel
1249,hitmen
1250,pow
1252,incest
1253,aliens
1254,cold
1257,skiing
1259,stephenking
1260,serialkiller atmospheric chilly creepy menacing mentalillness oninous
1262,pow
1263,vietnam
1266,revenge
1267,assassination brainwashing
1269,murder
1270,timetravel
1272,worldwarii
1276,prison
1277,innetflixqueue
1278,spoof
1280,innetflixqueue
1281,nazis
1282,disney
1283,gunfight
1284,hammett
1285,highschool
1291,archaeology holygrail
1292,television
1293,india
1296,e.m.forster
1299,cambodia vietnam
1301,shakespearesortof space
1302,baseball
1303,india
1304,crime
1307,newyork
1333,birds
1344,lawyer
1345,highschool prom stephenking
1348,vampires
1350,demons
1353,personalsads
1354,religion
1356,borg
1358,ex-con
1361,innetflixqueue
1363,religion
1366,arthurmiller
1367,dogs remake
1372,klingons
1374,captainkirk
1376,whales
1377,superhero
1380,highschool
1381,highschool
1387,shark
1389,shark
1393,sports
1394,coenbrothers
1396,spying
1398,hemingway
1407,slasher spoof
1408,hawkeye jamesfennimorecooper
1411,shakespeare
1413,conan
1416,andrewlloydweber
1423,innetflixqueue vietnam
1441,mentalillness notseen
1446,innetflixqueue
1449,mockumentary
1466,mafia
1474,jungle
1485,lawyer
1496,tolstoy
1500,hitmen reunion
1513,reunion
1537,ballroomdance
1542,innetflixqueue
1544,dinosaurs
1545,death
1573,transplants
1580,aliens
1586,military
1608,president
1610,tomclancy
1617,police
1635,1970s
1643,england queenvictoria
1645,lawyers
1650,henryjames
1653,future intelligent thought-provoking
1663,military
1672,innetflixqueue
1674,amish
1680,alternateuniverse
1682,tv
1683,henryjames
1711,savannah
1717,sequel slasher spoof
1719,canada death
1721,shipwreck romance
1732,coenbrothers blackcomedy bowling classic coenbrothers comedy crime cultclassic cultfilm darkcomedy deadpan drugs funny greatdialogue greatsoundtrack highlyquotable imdbtop250 jeffbridges johngoodman juliannemoore kidnapping marijuana nudity(fullfrontal) off-beatcomedy philipseymourhoffman quirky ransom rug sarcasm satirical stevebuscemi violence
1735,charlesdickens
1748,amnesia
1777,1980s
1797,innetflixqueue
1810,politics
1834,twistending
1836,nodvdatnetflix
1893,innetflixqueue
1900,innetflixqueue
1902,generationx
1909,conspiracy
1912,heist
1913,australia
1917,space
1931,ships
1938,alcoholism
1940,anti-semitism judaism
1942,hueylong innetflixqueue robertpennwarren
1945,boxing couldabeenacontender
1947,gangs
1950,racism
1951,dickens
1952,prostitution
1953,drugs police
1954,boxing sports
1955,divorce
1957,olympics sports
1959,adultery africa
1960,china
1961,autism
1962,rasicm
1975,jason
1976,jason
1977,jason
1978,jason
1979,jason
1983,halloween
1984,halloween
1994,ghosts
1995,ghosts
1996,ghosts
1997,demons
2006,california mexico
2011,timetravel
2019,samurai
2020,adultery
2022,bible katzanzakis
2028,worldwarii
2054,disney
2058,police
2059,twins
2064,generalmotors michigan
2065,innetflixqueue
2066,memory
2070,music
2071,aids innetflixqueue
2076,sexuality suburbia
2078,disney
2080,disney
2085,disney
2097,carnival raybradbury
2100,mermaid
2108,weatherforecaster
2114,s.e.hinton
2115,archaeology
2116,tolkein classic
2118,stephenking
2121,stephenking
2122,stephenking
2139,mice
2145,1980s highschool
2167,vampires
2171,aquarium boston personalsads
2186,murder
2187,theater
2194,capone gangsters
2202,survival
2203,smalltowns
2206,paranoia
2208,train
2243,journalism
2247,mafia
2248,inyoureyes lloyddobbler
2249,mafia
2268,court military
2291,freaks
2295,screwball
2300,broadway
2302,court
2310,adolescence
2312,deathpenalty
2313,freaks
2324,holocaust bittersweet emotional heartwarming poignant sentimental tearjerker tearjerking
2334,terrorism
2335,football
2336,england
2351,innetflixqueue
2355,pixar
2357,southamerica
2360,innetflixqueue
2390,innetflixqueue
2391,heist
2394,bible moses
2396,england
2410,boxing
2411,boxing
2412,boxing
2420,martialarts
2421,martialarts
2422,martialarts
2423,christmas
2424,e-mail remake
2431,doctors bad
2442,innetflixqueue
2463,kidnapping
2467,religion
2470,australia
2471,australia
2491,food
2494,holocaust hungary
2502,stapler workplace
2506,disability
2517,stephenking
2529,twistending
2550,ghosts
2553,evilchildren
2554,evilchildren
2565,siam
2572,shakespearesortof
2581,highschool
2583,southernus
2598,golfing
2600,virtualreality
2612,motherhood
2628,prequel theforce
2640,superhero
2641,superhero
2642,superhero
2648,innetflixqueue
2660,aliens
2664,1950s
2677,innetflixqueue
2692,alternateendings
2693,startrek
2699,spiders
2710,claimstobetrue video
2712,sexuality
2716,ghosts
2717,ghosts
2719,remake
2723,superhero
2726,heist
2728,crucifixion rome slavery
2745,missionary priest
2750,nostalgia radio
2761,robots animation
2787,stephenking
2791,aviation spoof
2797,children
2801,gambling
2803,lawyers
2804,christmas
2827,aliens
2863,beatles
2871,river
2872,england kingarthur
2905,innetflixqueue
2915,prostitution
2918,highschool
2919,academyaward(bestsupportingactress) indonesia journalism
2927,adultery
2935,gambling
2937,screwball
2939,innetflixqueue
2940,nightclub
2941,island
2943,vietnam
2952,gambling
2966,brothers lawnmower
2967,evilchildren
2968,timetravel
2987,liveaction/animation
3000,anime adventure atmospheric fantasyworld studioghibli surreal
3006,tobacco truestory
3007,innetflixqueue
3011,dancemarathon
3028,shakespeare
3030,samurai
3039,class danaykroyd
3040,camp
3044,memory music
3060,innetflixqueue
3071,highschool
3072,newyork
3077,innetflixqueue upseries
3081,ichabodcrane
3087,christmas newyork
3095,depression dustbowl
3097,remade
3098,baseball sports
3101,adultery
3108,homeless
3111,racism
3115,menindrag
3125,grahamgreene
3135,fatherhood
3147,stephenking
3152,black-and-white
3160,l.a.
3174,andykaufman
3175,spoof
3178,boxing
3181,shakespeare
3192,innetflixqueue
3210,highschool
3211,adingoatemybaby australia
3247,nuns
3250,innetflixqueue
3258,plasticsurgery
3259,ireland
3260,e.m.forster
3263,basketball
3270,figureskating
3273,slasher spoof
3281,sexuality
3306,bigtop circus
3307,blind
3310,orphans
3317,writing
3330,adolescence sexuality
3338,innetflixqueue
3341,remade
3360,basketball
3384,subway
3385,peacecorp
3386,politics president
3408,scandal truestory
3420,lawyers
3421,college toga
3424,racism greatcinematography
3429,aardman
3435,insurance
3447,pearlsbuck
3451,hepburnandtracy interracialmarriage prejudice racism
3456,innetflixqueue
3461,island
3462,factory
3468,pool
3469,court evolution religion
3475,class
3489,peterpan
3498,innetflixqueue
3502,death
3504,journalism
3507,innetflixqueue
3512,transplants
3515,alternateendings
3526,families
3528,psychiatrist
3536,priest rabbi
3546,showbusiness
3548,1920s
3549,gambling
3552,golf
3559,innetflixqueue
3566,business religion
3608,peeweeherman
3629,mining
3675,christmas
3676,innetflixqueue arthouse atmospheric creepy cryptic dark disturbing dreamlike enigmatic fuckedup gruesome hallucinatory insane paranoid strange surreal weird
3683,coenbrothers
3712,television
3723,shakespeare
3724,vietnam
3730,spying
3735,police
3801,court
3811,court
3816,missingchildren
3844,diabetes
3849,disability
3859,innetflixqueue televangelist
3877,superhero
3910,blindness factory
3932,invisibility
3949,drugabuse depressing psychology
3951,innetflixqueue
3967,ballet
3983,family
3988,dr.seuss
3994,superhero atmospheric comics father-sonrelationship mindfuck unique atmospheric somber
3996,china martialarts
4007,business
4012,stand-upcomedy
4019,writing
4024,edithwharton
4025,pageant
4027,bluegrass
4029,movies
4046,quakers
4077,psychopaths
4105,zombies
4113,tennesseewilliams
4117,innetflixqueue
4138,demons
4160,deathpenalty
4164,homeless newyork
