movie_id,tags
296,1990s blackcomedy brucewillis christopherwalken harveykeitel highlyquotable johntravolta mafia oscarnominee:bestpicture quentintarantino quotable samuell.jackson stevebuscemi tarantino umathurman achronological action amazingdialogues assassin atmospheric badass badlanguage blackcomedy blackhumor blood bloodsplatters bloody brucewillis brutality characterdevelopment characters classic classicmovie comedy conversation cool crime cult cultclassic cultfilm dancing dark darkcomedy darkhumor dialogue disjointedtimeline disturbing drama drugs ensemblecast entirelydialogue episodic exciting fastpaced fast-paced foullanguage fun funny gangster gangsters genius gooddialogue goodmusic gore greatacting greatdialogue greatsoundtrack gritty guns heroin highlyquotable hitmen homosexuality iconic imdbtop250 innovative intellectual intelligent intense interesting intertwiningstorylines ironic irony johntravolta killer-as-protagonist mafia masterpiece motherfucker multiplestories multiplestorylines neo-noir noir non-linear nonlinear nonlinearnarrative nonlineartimeline notablesoundtrack organizedcrime original originalplot overrated philosophical popculturereferences pulp quentintarantino quirky quotable r:disturbingviolentcontentincludingrape r:stronglanguage r:violence random rape retro royalwithcheese samuell.jackson sarcasm satire sexy smartwriting sophisticated soundtrack storytelling stylish stylized suspense tarantino thought-provoking thriller umathurman unique unpredictable unusual veryfunny violence violent visceral witty
299,catholicism gay queer religion
300,basedonatruestory corruption intelligent television
303,genehackman leonardodicaprio russellcrowe samraimi sharonstone western
306,coincidences
307,juliettebinoche atmospheric meditative
308,threecolorstrilogy
316,egypt egyptianmythology jamesspader kurtrussell stargate action alientechnology aliens archaeology guiltypleasure military mythology pyramids scifi sci-fi sciencefiction smart space timetravel wormhole
317,christmas santaclaus timallen familymovie fantasy funny holiday whinykid
318,1940s frankdarabont morganfreeman oscarnominee:bestpicture oscarnominee:bestpicture1994 stephenking timrobbins adaptedfrom:book atmospheric awesome basedonabook basedonbook classic clever corruption crime determination drama emotional endurance escape escapefromprison excellentscript existentialism feel-good freedom friends friendship genius goodacting goodstory greatacting greatactor greatending greatperformances greatsoundtrack gripping heartwarming hope imdbtop250 inspirational inspiring intelligent jail jailbreak jailbreak justice masterpiece messageofhope moralambiguity morality morganfreeman motivation mustsee mystery narrated oscar(bestpicture) outsmarted overcomingadversiry overrated patience perseverance plottwist powerofbelief powerfulending prison prisonbreak prisondrama prisonescape psychology rape realism redemption reflective revenge seenmorethanonce sentimental sexualviolence sexuality slow smart spiritual stephenking suicide surpriseending survival thought-provoking timrobbins touching touchingstory twistending uplifting violence wrongfulimprisonment
319,ewanmcgregor atmospheric darkcomedy disturbing macabre
322,revenge
326,classissues poignant politics
327,loripetty malcolmmcdowell postapocalyptic basedonacomic desert mutants post-apocalyptic punk stylized
329,basedonatvshow patrickstewart sci-fi startrek williamshatner space
333,chrisfarley davidspade quotable
337,johnnydepp leonardodicaprio bittersweet brother-brotherrelationship brothers comingofage depressing disability dysfunctionalfamily mentalillness obesity quirky siblings smalltown whimsical
339,bechdeltest:fail billpullman romance sandrabullock chemistrybetweenactors chickflick coma feelgoodmovie mistakenidentity romanticcomedy
342,abba australia australian bittersweet comedy friendship quirky
344,1990s action dumb gross-out jimcarrey jimcarreybeingjimcarrey stupidashell comedy goofy hilarious sexjokes sillyfun verydumb veryfunny
345,australia glbt crossdressing dragqueens gay genderidentity homosexuality lgbt musical queer roadmovie roadtrip transgender transvestites
346,musicians
347,bdsm romanpolanski disturbing erotic
349,cia harrisonford tomclancy cia conspiracy jackryan
350,susansarandon
353,fantasy nudity(rear) bittersweet comicbook cultfilm darkhero dreamlike filmnoir gothic greatsoundtrack gritty halloween revenge rockandroll romance stylized vengeance vigilante
356,1960s 1970s alabama americanhistory bechdeltest:fail funny oscar(bestactor) oscar(bestdirecting) oscar(besteffects-visualeffects) oscar(bestpicture) oscarwinner quotable robertzemeckis sexuality tomhanks vietnam vietnamwar adventure americandream americanhistory americana basedonabook biography bittersweet boring boxofchocolate chocolate classic comedy disability drama emotional epic family feelgoodmovie feel-good friendship funny goodacting goodmusic greatacting greatsoundtrack handicapped heartwarming historical historicalfiction history iconic innocence inspirational inspiring journey life lifestory love meaningoflife melodrama mentalillness modernclassic mustsee narrated nostalgia optimism oscarwinner overrated psychology purposeinlife quirky quotable robertzemeckis romance running sad sappy sentimental shrimp tomhanks touching underdog uplifting vietnamwar war whimsical
357,british comedy hughgrant romance rowanatkinson chickflick funeral wedding
364,2danimation childhood children disney disneyanimatedfeature hanszimmer jeremyirons matthewbroderick oscar(bestmusic-originalscore) oscar(bestmusic-originalsong) rogerallers rowanatkinson whoopigoldberg africa animals animation classic comingofage father-sonrelationship fun inspirational lions musical seenmorethanonce soundtrack talkinganimals
366,robertenglund
367,camerondiaz jimcarrey jimcarreybeingjimcarrey cartoonish comedy comicbook funny goofy hilarious jimcarrey notfunny sexjokes superhero
368,melgibson poker
370,comedy leslieneilsen leslienielsen hilarious parody
372,winonaryder ethanhawke
373,neo-noir
377,action dennishopper keanureeves sandrabullock thriller action actionpacked bomb chase exciting explosions goodacting intense speed tense
379,timetravel
380,arnoldschwarzenegger elizadushku jamescameron jamieleecurtis action arnold comedy espionage funny quirky ridiculous shallowplot spies terrorism violence
382,werewolf
390,campy hallucinatory
393,jean-claudevandamme videogameadaptation
407,johncarpenter lovecraftianmythology samneill lovecraftian
410,blackcomedy darkcomedy gothic quirky
412,19thcentury edithwharton martinscorsese basedonabook costumedrama
422,thriller
428,robertdeniro comingofage father-sonrelationship gangsters mafia newyork
431,alpacino briandepalma nudity(topless) seanpenn gangster gangsters mafia organizedcrime romance
433,short-termmemoryloss
434,sylvesterstallone actionpacked mountainclimbing
435,danaykroyd aliens stupid
440,kevinkline sigourneyweaver conspiracytheory politics
441,1970s criterion highschoollife highlyquotable matthewmcconaughey millajovovich richardlinklater bullying comingofage drugs ensemblecast greatsoundtrack highschool marijuana nostalgic quirky smalltown teen
442,sandrabullock sylvesterstallone wesleysnipes action comedy dumbdystopia dystopia timetravel
446,china gongli gay
454,genehackman johngrisham tomcruise courtroom lawyers thriller
455,family
457,afi100(thrills) action chicago harrisonford oscar(bestsupportingactor) oscarnominee:bestpicture tommyleejones action adventure basedonatvshow chase crime fugitive murder paranoid policeinvestigation predictable prisonescape smartcharacters suspense tense thriller
464,jean-claudevandamme
466,charliesheen comedy parody
471,1950s coenbrothers cheesy corruption quirky satirical whimsical witty
474,clinteastwood johnmalkovich secretservice assassin tense
475,1970s danielday-lewis ira ireland corruption courtroom father-sonrelationship lawyers prison terrorism truestory
480,dinosaurs jeffgoldblum johnwilliams lauradern michaelcrichton oscar(besteffects-visualeffects) richardattenborough samneill stevenspielberg suspense action adventure basedonabook children cloning dinosaur dinosaurs drama genetics horror island samuell.jackson scary scenic sci-fi science specialeffects stevenspielberg stylized suspense tense thriller violence
481,juliettelewis serialkiller
483,comingofage
485,arnoldschwarzenegger arnold campy deconstruction parody
492,woodyallen
493,losangeles gangs
495,non-simulatedsex
497,denzelwashington emmathompson keanureeves shakespeare beautiful feelgoodmovie witty
500,comedy drama piercebrosnan robinwilliams sallyfield sanfrancisco crossdressing crossdressingmen divorce doublelife nanny
501,intellectual socialcommentary
502,martialarts
506,tildaswinton genderidentity stylized
507,clinteastwood kevincostner fatherfigure kidnapping roadmovie
508,aids denzelwashington oscar(bestactor) tomhanks courtroom dramatic gay greatacting homophobia homosexuality lgbt tomhanks
509,19thcentury hollyhunter newzealand oscar(bestactress) oscar(bestsupportingactress) adultery atmospheric beautiful erotic greatacting intense lyrical melancholy sexuality
514,holiday
515,anthonyhopkins emmathompson periodpiece romance
519,franchise
520,caryelwes gross-out melbrooks robinhood comedy parody spoof
521,neo-noir noirthriller
524,football inspirational
527,benkingsley holocaust jewishholocaust liamneeson nazigermany nazis nudity(fullfrontal-brief) oscar(bestcinematography) oscar(bestdirecting) oscar(bestpicture) ralphfiennes stevenspielberg wwii worldwar2 worldwarii amazingphotography atmospheric basedonabook basedonatruestory basedonbook biography blackandwhite bleak classic depressing disturbing drama greatsoundtrack greatstory heartbreaking historical history holocaust humanemotion humanism imdbtop250 inspiring jews literaryadaptation long nudity real sexscenes sexuality thought-provoking touching truestory war worldwarii
529,basedonatruestory chess father-sonrelationship genius prodigy
531,england
534,c.s.lewis
535,losangeles darkcomedy multiplestorylines
537,notablenudity nudity(fullfrontal-notable)
538,thoughtprovoking
539,billpullman comedy megryan newyorkcity romance tomhanks chickflick destiny father-sonrelationship predictable romanticcomedy singlefather
540,sharonstone
541,harrisonford losangeles nudity(topless) philipk.dick ridleyscott rutgerhauer vangelis action adaptedfrom:book androids artificialintelligence assassin atmospheric author:philipk.dick basedonabook classic cultfilm cyberpunk dark dreamlike dystopia dystopian existentialism fantasy filmnoir film-noir future futuristic genetics greatcinematography greatsoundtrack imdbtop250 melancholy memory mortality neo-noir philosophical robots sci-fi sci-ficlassic slow slowpaced soundtrack stylized visual visuallystunning
546,videogame videogameadaptation
549,musicians
551,christmas dannyelfman dannyelfmanscore halloween henryselick timburton animation atmospheric beautiful classic claymation creepy cultfilm dark fantasy ghosts gothic greatsoundtrack halloween humorous johnnydepp musical stopmotion stylized surreal whimsical
553,docholliday valkilmer western cowboys dialogue gunfight
555,bradpitt christianslater christopherwalken dennishopper garyoldman patriciaarquette quentintarantino samuell.jackson valkilmer action brutality darkcomedy dialogue ensemblecast homage romance shooting showdown tarantinoisgod violence violent
556,documentary politics
562,adolescence depressing disturbing indie quirky schooldrama
565,guillermodeltoro slow
581,gay lesbian
586,catherineo'hara christmas danielstern invinciblebutidiotbadguys joepesci macaulayculkin childhoodclassics children christmas classic comedy family forkids funny hilarious holiday humor kidonhisown nostalgia slapstick traps
587,demimoore oscar(bestsupportingactress) patrickswayze whoopigoldberg bittersweet chickflick ghosts ghosts/afterlife girliemovie romance supernatural
588,2danimation action disney fantasy oscar(bestmusic-originalscore) robinwilliams adventure animation artistic comedy fairytale funny genie goodversusevil kidsandfamily middleeast musical ragstoriches
589,arnoldschwarzenegger jamescameron lindahamilton oscar(besteffects-visualeffects) robertpatrick suspense action androids apocalypse arnold artificialintelligence assassin classic computers cyborgs dystopia dystopicfuture future imdbtop250 manversusmachine music nuclearwar originalplot robots sci-fi strongfemalecharacter stylized terminator timetravel violence
590,americancivilwar kevincostner nativeamericans oscar(bestcinematography) oscar(bestdirecting) oscar(bestpicture) ushistory visuallystunning adventure basedonabook basedonbook bittersweet civilwar cultureclash drama historical indians nativeamericans war western
592,batman dccomics jacknicholson kimbasinger michaelkeaton timburton action atmospheric comicbook crime dark darkhero filmnoir revenge stylized superhero super-hero superhero tense vigilante
593,anthonyhopkins criterion hanniballecter hanniballector horror jodiefoster jonathandemme oscar(bestactor) oscar(bestactress) oscar(bestdirecting) oscar(bestpicture) scottglenn thomasharris anthonyhopkins atmospheric basedonabook basedonbook brilliant cannibalism chilling classic clever creepy crime crimedrama cultfilm dark detective disturbing drama excellentscript fbi goodacting gothic greatacting greatperformances hannibal hanniballecter horror imdbtop250 intense investigation jodiefoster kidnapping manipulation mentalillness murder mystery psychological psychologicalhorror psychologicalthriller psychology psychopath psychothriller scary serialkiller strongfemalelead suspense suspenseful tense thriller torture violent
594,disney animation classic fairytale goodversusevil musical sweet witch
595,18thcentury animation disney disneyanimatedfeature france oscar(bestmusic-originalscore) oscar(bestmusic-originalsong) affectionate animation beautiful childhoodclassic classic fairytale fairytales gentle heartwarming heroine humorous kidsandfamily musical redemption romance whimsical
596,classic disney animation fantasy
597,comedy goodromanticcomedies hollywood juliaroberts richardgere capitalism chickflick cinderella girliemovie happyending juliaroberts princecharming prostitution ragstoriches romance romanticcomedy sexism shopping unreflective
599,bleak
608,crimegoneawry coenbrothers francesmcdormand kidnapping minnesota oscar(bestactress) oscarnominee:bestpicture stevebuscemi williamh.macy atmospheric basedonatruestory blackcomedy classic crime crimegoneawry darkcomedy darkhumor deadpan funny hostage imdbtop250 kidnapping murder police quirky snow strongfemale violence violent witty
610,adultanimation goodversusevil sci-fi surreal
616,disney paris cats
628,edwardnorton murderinvestigations richardgere atmospheric courtroom courtroomdrama edwardnorton psychology splitpersonality suspense thought-provoking twistending
647,military
648,action briandepalma cia jeanreno tomcruise action confusing espionage plottwists predictable spies suspense
653,seanconnery adventure bittersweet dragons fantasy medieval
661,disney roalddahl timburton animation claymation fantasy stop-motion
662,markwahlberg
665,emirkusturica goldenpalm worldwarii yugoslavia crazy
668,aputrilogy bollywood criterion
670,india
671,mst3k parody
673,aliens basketball michaeljordan
674,janefonda campy cultfilm sci-fi
680,dystopia
708,umathurman
709,disney
714,jimjarmusch johnnydepp atmospheric beautiful blackandwhite bleak dreamlike enigmatic greatsoundtrack hallucinatory melancholy quirky roadtrip surreal visuallyappealing western
718,jeanreno
720,claymation
724,1990s nevecampbell robintunney girlpower goth highschool magic supernatural teen teenmovie teenagers witch witchcraft witches
733,action alcatraz edharris hanszimmer michaelbay nicolascage sanfrancisco seanconnery actionpacked biologicalwarfare goodaction greatsoundtrack prison terrorism thriller
735,macabre splatter zombies
736,billpaxton helenhunt philipseymourhoffman tornado action adventure bigbudget disaster naturaldisaster predictable science storm tornados unintentionallyfunny weather
741,2d/3dhybridanimation ghostintheshell japan android anime artificialintelligence basedonmanga complex cyberpunk cyborgs dystopia greatanime greatsoundtrack hackers overrated philosophical philosophy sci-fi techno-evolution visuallyappealing
743,leslienielsen parody
745,aardman wallace&gromit animation british britishcomedy claymation comedy funny short stopmotion
747,stupid
748,aliens conspiracytheory
750,british petersellers quirky stanleykubrick anti-war basedonabook blackandwhite blackcomedy classic coldwar comedy cynical darkcomedy dialogue military nuclearwar politics satire satirical war
762,nudity(topless-notable) nudity(topless)
765,robinwilliams
778,aids british dannyboyle ewanmcgregor irvinewelsh nudity(fullfrontal-notable) nudity(fullfrontal) scotland scottish unitedkingdom adaptedfrom:book addiction basedonabook blackcomedy classic crime cultfilm darkcomedy drugabuse drugs edinburgh greatsoundtrack heroin imdbtop250 narrated notablesoundtrack scotland socialcommentary surreal violence violent
780,area51 jeffgoldblum marymcdonnell oscar(besteffects-visualeffects) rolandemmerich uspresident willsmith action adventure alien alieninvasion aliens aliensinvasion apocalypse aviation bigbudget conspiracytheory disaster endoftheworld goodacting humorous patriotic sci-fi scifi stupid tense war willsmith
781,jeremyirons
783,animation disney disneyrenaissance paris lust nostalgic
784,benstiller jackblack jimcarrey blackcomedy notfunny stalker
785,billmurray gross-out woodyharrelson bowling
786,arnoldschwarzenegger action conspiracy
788,eddiemurphy alterego comedy
799,ghosts peterjackson serialkiller supernatural
802,johntravolta clarivoyance genius interestingconcept outcastteachesusallacheesylesson pretentious telekinesis thought-provoking
804,relationships
805,johngrisham kevinspacey matthewmcconaughey samuell.jackson sandrabullock basedonabook courtroom racism rape trial
832,melgibson action conspiracytheory tense thriller
836,conspiracytheory
837,roalddahl badparents basedonabook children genius magic strongfemalelead
838,british gwynethpaltrow janeausten romance
839,sequel
841,atmospheric
849,kurtrussell dystopia
852,golf
858,alpacino francisfordcoppola mafia marlonbrando newyorkcity nudity(topless) oscar(bestactor) oscar(bestpicture) robertduvall acting atmospheric basedonabook classic crime drama epic family greatacting greatquotes imdbtop250 italianmafia italy mafia masterpiece melancholy music organizedcrime oscar(bestdirecting) robertdeniro toolong violence
861,police
866,ginagershon lgbt atmospheric erotic lesbian mafia neo-noir organizedcrime stylish stylized tense
891,slasher
898,carygrant jamesstewart katharinehepburn screwballcomedy
899,dance genekelly classic classichollywood comedy enjoyable happy moviebusiness musical
900,oscar(bestpicture)
902,1960s audreyhepburn blakeedwards hauntedbythepast newyork romance socialclimbing trumancapote audreyhepburn beautifulmusic bittersweet cat classic elegant gigolo opportunism racisthumor romance sentimental stereotypes wistful
903,afi100 afi100(thrills) alfredhitchcock atmospheric hauntedbythepast hitchcock jamesstewart kimnovak sanfrancisco acrophobia atmospheric classic disturbing eerie filmnoir identity imdbtop250 melancholy murder obsession paranoid suspense switchingplaces twistending vertigo
904,afi100 alfredhitchcock gracekelly hitchcock jamesstewart amateurdetective classic claustrophobic imdbtop250 murder mystery noirthriller obsession photographer photography suspense suspenseful tense thriller visuallyappealing voyeurism
905,frankcapra oscar(bestactress) oscar(bestpicture) screwballcomedy
906,ingridbergman manipulation murder paranoid
908,afi100 alfredhitchcock carygrant clever evamariesaint filmnoir hitchcock jamesmason adventure classic imdbtop250 mistakenidentity suspense thriller trains visuallyappealing witty
909,afi100 billywilder jacklemmon oscar(bestdirecting) oscar(bestpicture) adultery suicideattempt
910,billywilder jacklemmon marilynmonroe quotable tonycurtis blackandwhite classic crossdressing farce fishoutofwater menindrag organizedcrime romanticcomedy screwballcomedy
911,audreyhepburn carygrant paris humorous slick surpriseending twistending
912,classic filmnoir humphreybogart ingridbergman nazis oscar(bestdirecting) oscar(bestpicture) worldwarii atmospheric bittersweet blackandwhite classic classicromance drama espionage filmnoir humorous imdbtop250 quotable romance sentimental war
913,humphreybogart johnhuston peterlorre atmospheric blackandwhite film-noir gritty highlyquotable noirthriller privatedetective talky
914,audreyhepburn musical oscar(bestactor) oscar(bestcinematography) oscar(bestdirecting) oscar(bestpicture) classic clever funny musical
915,audreyhepburn humphreybogart audreyhepburn classic highsociety romance
916,audreyhepburn gregorypeck italy oscar(bestactress) rome blackandwhite classic lovestory romanticcomedy royalty zestforlife
919,afi100 heartwarming highlyquotable judygarland musical nationalfilmregistry victorfleming basedonabook blackandwhite classic colourful dreamlike fantasy heartwarming music musical scarecrow tornado witch wizards
