movie_id,title,year,bag_of_words
165,Die Hard: With a Vengeance,1995,action crime thriller brucewillis jeremyirons newyorkcity samuell.jackson action actionpacked alwayswatchitwhenit'sontv brucewillis heist lonehero plotpoint:solvingriddles/puzzles predictable terrorism thriller violent
170,Hackers,1995,action adventure crime thriller angelinajolie awesomesoundtrack campy cheesy computers cultfilm cyberpunk geek geeks hacker hackers hacking highschool inaccurate internet videogames
172,Johnny Mnemonic,1995,action sci-fi thriller henryrollins keanureeves sci-fi williamgibson cyberpunk dystopia future futuristic hackers memory technology
173,Judge Dredd,1995,action crime sci-fi robschneider sylvesterstallone cheesylines comicbook dystopia future futuristic police policecorruption sci-fi
175,Kids,1995,drama aids newyorkcity nudity(fullfrontal) authentic controversial drugs indecent teen teenagers youthgonewild
176,Living in Oblivion,1995,comedy stevebuscemi indie meta-indie
180,Mallrats,1995,comedy romance 1990s jayandsilentbob kevinsmith crudehumor gooddialogue viewaskew
185,"Net, The",1995,action crime thriller sandrabullock computers cyber-intimidation hackers hacking internet simplistic unrealistic
186,Nine Months,1995,comedy romance robinwilliams hughgrant
188,"Prophecy, The",1995,fantasy horror mystery christianity christopherwalken religion
193,Showgirls,1995,drama lasvegas nudity(fullfrontal) boobs campy dull overacting raunchy sexual sobadit'sgood strippers
194,Smoke,1995,comedy drama newyorkcity ensemblecast multiplestorylines
196,Species,1995,horror sci-fi nudity(topless-notable) nudity(topless) alien aliens
198,Strange Days,1995,action crime drama mystery sci-fi thriller angelabassett jamescameron juliettelewis nudity(topless) ralphfiennes sciencefiction corruption cyberpunk dark femalenudity future futuristic memory mindfuck police policecorruption rape sci-fi strange virtualreality
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,drama musical romance french bittersweet musical notablesoundtrack
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,comedy dragqueens homophobia queer roadtrip
208,Waterworld,1995,action adventure sci-fi kevincostner adventure apocalypse darkhero dystopia ocean post-apocalyptic steampunk stupid survival
215,Before Sunrise,1995,drama romance austria juliedelpy richardlinklater vienna bittersweet conversation dialogue dialoguedriven ethanhawke generationx intelligent literate lovestory minimalist philosophical philosophy poignant quirky reflective romance romantic thought-provoking touching trains wistful witty
216,Billy Madison,1995,comedy adamsandler school stupid
218,Boys on the Side,1995,comedy drama unlikelyfriendships women
223,Clerks,1994,comedy directorialdebut kevinsmith badacting blackandwhite conveniencestore crudehumor cynical dialoguedriven funny gooddialogue greatdialogue hilarious independentfilm irreverent jayandsilentbob lowbudget minimalist newjersey quirky slackers surreal viewaskew witty
224,Don Juan DeMarco,1995,comedy drama romance johnnydepp fantasy mentalillness romance
231,Dumb & Dumber (Dumb and Dumber),1994,adventure comedy buddymovie jeffdaniels jimcarrey comedy dumb goofy hilarious jimcarrey protagonistisanidiot quirky roadtrip silly slapstick stupid stupidity toilethumor veryfunny
232,Eat Drink Man Woman (Yin shi nan nu),1994,comedy drama romance anglee aging cooking food food/cooking relationships
235,Ed Wood,1994,comedy drama billmurray biography biopic johnnydepp martinlandau oscar(bestsupportingactor) sarahjessicaparker timburton blackandwhite crossdressing filmnoir moviebusiness quirky truestory witty
246,Hoop Dreams,1994,documentary basketball documentary sports
247,Heavenly Creatures,1994,crime drama katewinslet newzealand peterjackson basedonatruestory disturbing lesbian stylized surreal surrealism visceral
253,Interview with the Vampire: The Vampire Chronicles,1994,drama horror antoniobanderas bradpitt kirstendunst neworleans nudity(fullfrontal) paris tomcruise adaptedfrom:book annerice atmospheric basedonabook bradpitt cultclassic drama fantasy gothic horror tomcruise vampire vampires
256,Junior,1994,comedy sci-fi arnoldschwarzenegger arnold pregnantman
260,Star Wars: Episode IV - A New Hope,1977,"action adventure sci-fi 1970s 70s afunintroductiontotheepicfilmserieswhichwillkeepyouontheedgeofyourseatduringthegoodvsevilbattles.fantasticspecialeffects,incrediblecharactersandfuturisticlandscapes. action actioncomedy adventure akirakurosawa alecguinness badacting boring carriefisher cheesyspaceopera,classic classic cool cult epic epic everynerdshouldhaveseenmorethanonce galaxy georgelucas harrisonford innovative jamesearljones johnwilliams markhamill notmything oscar(besteffects-visualeffects) overrated robotsandandroids spacetravel sci-fi sciencefiction space starwars action actionadventure action,scifi adventure aliens amazing atmospheric awesome awesomesoundtrack bestmovieever birthofgreatscifiideas blockbuster boring c3po classic classicadventure classicsci-fi comedy comingofage cosmos cult cultclassic cultfilm darthvader deathstar deepuniverse drama entertaining epic epicadventure exciting fairytale family fantastic fantasy fantasyaction farfuture father-sonrelationship fiction franchise fun funny future futurefantasy futuristic galactic geeky goodacting goodcharacters goodforkids goodsciencefiction goodsciencefictionaltechnology goodstory goodversusevil goodvsevil greatsoundtrack greatstory greatvisualeffects hansolo hero hero'sjourney heroicjourney imaginaryworld,characters,story,philosophical imaginative imdbtop250 incest inspiring interesting jedi josephcampbell'sstudyofmythologyinfluenced legendary lightsabers lukeskywalker masterpiece mustsee mythology nerdy obiwankenobi old oldfxquality oldmovie oldiebutgoodie oldschool originalplot outdated practicaleffects quotable robots romance saga scifi sci-fi sci-fi,space sciencefantasy sciencefiction scifi scificult sequel series sf,sciencefiction soundtrack space spaceaction spaceadventure spacecombat spaceepic spaceepic,sciencefiction,hero'sjourney spaceopera spacetravel spacewestern spaceships specialeffects starwars starshippilots starwars stylized supernaturalpowers swordfight theclassicscifimovie.mustsee. theforce thisisthearchetypal'goodsci-fiaction'movie.itsimplydoesn'tgetbetterthanthis. toolong trilogy underdogstory universe war"
262,"Little Princess, A",1995,children drama boardingschool imagination
265,Like Water for Chocolate (Como agua para chocolate),1992,drama fantasy romance bittersweet magic magicrealism
266,Legends of the Fall,1994,drama romance war western anthonyhopkins bradpitt romance emotional
272,"Madness of King George, The",1994,comedy drama biopic revolution
282,Nell,1994,drama jodiefoster liamneeson natasharichardson
288,Natural Born Killers,1994,action crime thriller nativeamericans robertdowneyjr. woodyharrelson brutal brutality controversial darkcomedy hallucinatory love mindfuck paranoid prison psychedelic roadtrip satire serialkiller socialcommentary stylized stylizedviolence ultra-violence violence violent visceral
290,Once Were Warriors,1994,crime drama abuse alcoholism brutality maori rape strongwomen
292,Outbreak,1995,action drama sci-fi thriller disease epidemic
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,action crime drama thriller action french garyoldman guns jeanreno lolitatheme lucbesson natalieportman assassin assassin-in-training assassination assassins awkwardromance beautiful complexrelationship corruption creepy crime darkhero disturbing drama easilyconfusedwithothermovie(s)(title) friendship greatacting guns hitmen hitman humorous imdbtop250 loneliness lovestory organizedcrime police policecorruption quirky revenge rewatch sniper tense touching unique
296,Pulp Fiction,1994,comedy crime drama thriller 1990s blackcomedy brucewillis christopherwalken harveykeitel highlyquotable johntravolta mafia oscarnominee:bestpicture quentintarantino quotable samuell.jackson stevebuscemi tarantino umathurman achronological action amazingdialogues assassin atmospheric badass badlanguage blackcomedy blackhumor blood bloodsplatters bloody brucewillis brutality characterdevelopment characters classic classicmovie comedy conversation cool crime cult cultclassic cultfilm dancing dark darkcomedy darkhumor dialogue disjointedtimeline disturbing drama drugs ensemblecast entirelydialogue episodic exciting fastpaced fast-paced foullanguage fun funny gangster gangsters genius gooddialogue goodmusic gore greatacting greatdialogue greatsoundtrack gritty guns heroin highlyquotable hitmen homosexuality iconic imdbtop250 innovative intellectual intelligent intense interesting intertwiningstorylines ironic irony johntravolta killer-as-protagonist mafia masterpiece motherfucker multiplestories multiplestorylines neo-noir noir non-linear nonlinear nonlinearnarrative nonlineartimeline notablesoundtrack organizedcrime original originalplot overrated philosophical popculturereferences pulp quentintarantino quirky quotable r:disturbingviolentcontentincludingrape r:stronglanguage r:violence random rape retro royalwithcheese samuell.jackson sarcasm satire sexy smartwriting sophisticated soundtrack storytelling stylish stylized suspense tarantino thought-provoking thriller umathurman unique unpredictable unusual veryfunny violence violent visceral witty
299,Priest,1994,drama catholicism gay queer religion
300,Quiz Show,1994,drama basedonatruestory corruption intelligent television
303,"Quick and the Dead, The",1995,action thriller western genehackman leonardodicaprio russellcrowe samraimi sharonstone western
307,Three Colors: Blue (Trois couleurs: Bleu),1993,drama juliettebinoche atmospheric meditative
316,Stargate,1994,action adventure sci-fi egypt egyptianmythology jamesspader kurtrussell stargate action alientechnology aliens archaeology guiltypleasure military mythology pyramids scifi sci-fi sciencefiction smart space timetravel wormhole
317,"Santa Clause, The",1994,comedy drama fantasy christmas santaclaus timallen familymovie fantasy funny holiday whinykid
318,"Shawshank Redemption, The",1994,crime drama 1940s frankdarabont morganfreeman oscarnominee:bestpicture oscarnominee:bestpicture1994 stephenking timrobbins adaptedfrom:book atmospheric awesome basedonabook basedonbook classic clever corruption crime determination drama emotional endurance escape escapefromprison excellentscript existentialism feel-good freedom friends friendship genius goodacting goodstory greatacting greatactor greatending greatperformances greatsoundtrack gripping heartwarming hope imdbtop250 inspirational inspiring intelligent jail jailbreak jailbreak justice masterpiece messageofhope moralambiguity morality morganfreeman motivation mustsee mystery narrated oscar(bestpicture) outsmarted overcomingadversiry overrated patience perseverance plottwist powerofbelief powerfulending prison prisonbreak prisondrama prisonescape psychology rape realism redemption reflective revenge seenmorethanonce sentimental sexualviolence sexuality slow smart spiritual stephenking suicide surpriseending survival thought-provoking timrobbins touching touchingstory twistending uplifting violence wrongfulimprisonment
319,Shallow Grave,1994,comedy drama thriller ewanmcgregor atmospheric darkcomedy disturbing macabre
326,To Live (Huozhe),1994,drama classissues poignant politics
327,Tank Girl,1995,action comedy sci-fi loripetty malcolmmcdowell postapocalyptic basedonacomic desert mutants post-apocalyptic punk stylized
329,Star Trek: Generations,1994,adventure drama sci-fi basedonatvshow patrickstewart sci-fi startrek williamshatner space
333,Tommy Boy,1995,comedy chrisfarley davidspade quotable
337,What's Eating Gilbert Grape,1993,drama johnnydepp leonardodicaprio bittersweet brother-brotherrelationship brothers comingofage depressing disability dysfunctionalfamily mentalillness obesity quirky siblings smalltown whimsical
339,While You Were Sleeping,1995,comedy romance bechdeltest:fail billpullman romance sandrabullock chemistrybetweenactors chickflick coma feelgoodmovie mistakenidentity romanticcomedy
342,Muriel's Wedding,1994,comedy abba australia australian bittersweet comedy friendship quirky
344,Ace Ventura: Pet Detective,1994,comedy 1990s action dumb gross-out jimcarrey jimcarreybeingjimcarrey stupidashell comedy goofy hilarious sexjokes sillyfun verydumb veryfunny
345,"Adventures of Priscilla, Queen of the Desert, The",1994,comedy drama australia glbt crossdressing dragqueens gay genderidentity homosexuality lgbt musical queer roadmovie roadtrip transgender transvestites
347,Bitter Moon,1992,drama film-noir romance bdsm romanpolanski disturbing erotic
349,Clear and Present Danger,1994,action crime drama thriller cia harrisonford tomclancy cia conspiracy jackryan
353,"Crow, The",1994,action crime fantasy thriller fantasy nudity(rear) bittersweet comicbook cultfilm darkhero dreamlike filmnoir gothic greatsoundtrack gritty halloween revenge rockandroll romance stylized vengeance vigilante
356,Forrest Gump,1994,comedy drama romance war 1960s 1970s alabama americanhistory bechdeltest:fail funny oscar(bestactor) oscar(bestdirecting) oscar(besteffects-visualeffects) oscar(bestpicture) oscarwinner quotable robertzemeckis sexuality tomhanks vietnam vietnamwar adventure americandream americanhistory americana basedonabook biography bittersweet boring boxofchocolate chocolate classic comedy disability drama emotional epic family feelgoodmovie feel-good friendship funny goodacting goodmusic greatacting greatsoundtrack handicapped heartwarming historical historicalfiction history iconic innocence inspirational inspiring journey life lifestory love meaningoflife melodrama mentalillness modernclassic mustsee narrated nostalgia optimism oscarwinner overrated psychology purposeinlife quirky quotable robertzemeckis romance running sad sappy sentimental shrimp tomhanks touching underdog uplifting vietnamwar war whimsical
357,Four Weddings and a Funeral,1994,comedy romance british comedy hughgrant romance rowanatkinson chickflick funeral wedding
364,"Lion King, The",1994,adventure animation children drama musical imax 2danimation childhood children disney disneyanimatedfeature hanszimmer jeremyirons matthewbroderick oscar(bestmusic-originalscore) oscar(bestmusic-originalsong) rogerallers rowanatkinson whoopigoldberg africa animals animation classic comingofage father-sonrelationship fun inspirational lions musical seenmorethanonce soundtrack talkinganimals
367,"Mask, The",1994,action comedy crime fantasy camerondiaz jimcarrey jimcarreybeingjimcarrey cartoonish comedy comicbook funny goofy hilarious jimcarrey notfunny sexjokes superhero
368,Maverick,1994,adventure comedy western melgibson poker
370,Naked Gun 33 1/3: The Final Insult,1994,action comedy comedy leslieneilsen leslienielsen hilarious parody
372,Reality Bites,1994,comedy drama romance winonaryder ethanhawke
377,Speed,1994,action romance thriller action dennishopper keanureeves sandrabullock thriller action actionpacked bomb chase exciting explosions goodacting intense speed tense
380,True Lies,1994,action adventure comedy romance thriller arnoldschwarzenegger elizadushku jamescameron jamieleecurtis action arnold comedy espionage funny quirky ridiculous shallowplot spies terrorism violence
390,Faster Pussycat! Kill! Kill!,1965,action crime drama campy hallucinatory
393,Street Fighter,1994,action adventure fantasy jean-claudevandamme videogameadaptation
407,In the Mouth of Madness,1995,horror thriller johncarpenter lovecraftianmythology samneill lovecraftian
410,Addams Family Values,1993,children comedy fantasy blackcomedy darkcomedy gothic quirky
412,"Age of Innocence, The",1993,drama 19thcentury edithwharton martinscorsese basedonabook costumedrama
428,"Bronx Tale, A",1993,drama robertdeniro comingofage father-sonrelationship gangsters mafia newyork
431,Carlito's Way,1993,crime drama alpacino briandepalma nudity(topless) seanpenn gangster gangsters mafia organizedcrime romance
434,Cliffhanger,1993,action adventure thriller sylvesterstallone actionpacked mountainclimbing
435,Coneheads,1993,comedy sci-fi danaykroyd aliens stupid
440,Dave,1993,comedy romance kevinkline sigourneyweaver conspiracytheory politics
441,Dazed and Confused,1993,comedy 1970s criterion highschoollife highlyquotable matthewmcconaughey millajovovich richardlinklater bullying comingofage drugs ensemblecast greatsoundtrack highschool marijuana nostalgic quirky smalltown teen
442,Demolition Man,1993,action adventure sci-fi sandrabullock sylvesterstallone wesleysnipes action comedy dumbdystopia dystopia timetravel
446,Farewell My Concubine (Ba wang bie ji),1993,drama romance china gongli gay
454,"Firm, The",1993,drama thriller genehackman johngrisham tomcruise courtroom lawyers thriller
457,"Fugitive, The",1993,thriller afi100(thrills) action chicago harrisonford oscar(bestsupportingactor) oscarnominee:bestpicture tommyleejones action adventure basedonatvshow chase crime fugitive murder paranoid policeinvestigation predictable prisonescape smartcharacters suspense tense thriller
466,Hot Shots! Part Deux,1993,action comedy war charliesheen comedy parody
471,"Hudsucker Proxy, The",1994,comedy 1950s coenbrothers cheesy corruption quirky satirical whimsical witty
474,In the Line of Fire,1993,action thriller clinteastwood johnmalkovich secretservice assassin tense
475,In the Name of the Father,1993,drama 1970s danielday-lewis ira ireland corruption courtroom father-sonrelationship lawyers prison terrorism truestory
480,Jurassic Park,1993,action adventure sci-fi thriller dinosaurs jeffgoldblum johnwilliams lauradern michaelcrichton oscar(besteffects-visualeffects) richardattenborough samneill stevenspielberg suspense action adventure basedonabook children cloning dinosaur dinosaurs drama genetics horror island samuell.jackson scary scenic sci-fi science specialeffects stevenspielberg stylized suspense tense thriller violence
481,Kalifornia,1993,drama thriller juliettelewis serialkiller
485,Last Action Hero,1993,action adventure comedy fantasy arnoldschwarzenegger arnold campy deconstruction parody
493,Menace II Society,1993,action crime drama losangeles gangs
497,Much Ado About Nothing,1993,comedy romance denzelwashington emmathompson keanureeves shakespeare beautiful feelgoodmovie witty
500,Mrs. Doubtfire,1993,comedy drama comedy drama piercebrosnan robinwilliams sallyfield sanfrancisco crossdressing crossdressingmen divorce doublelife nanny
501,Naked,1993,drama intellectual socialcommentary
506,Orlando,1992,drama fantasy romance tildaswinton genderidentity stylized
507,"Perfect World, A",1993,crime drama thriller clinteastwood kevincostner fatherfigure kidnapping roadmovie
508,Philadelphia,1993,drama aids denzelwashington oscar(bestactor) tomhanks courtroom dramatic gay greatacting homophobia homosexuality lgbt tomhanks
509,"Piano, The",1993,drama romance 19thcentury hollyhunter newzealand oscar(bestactress) oscar(bestsupportingactress) adultery atmospheric beautiful erotic greatacting intense lyrical melancholy sexuality
515,"Remains of the Day, The",1993,drama romance anthonyhopkins emmathompson periodpiece romance
520,Robin Hood: Men in Tights,1993,comedy caryelwes gross-out melbrooks robinhood comedy parody spoof
521,Romeo Is Bleeding,1993,crime thriller neo-noir noirthriller
524,Rudy,1993,drama football inspirational
527,Schindler's List,1993,drama war benkingsley holocaust jewishholocaust liamneeson nazigermany nazis nudity(fullfrontal-brief) oscar(bestcinematography) oscar(bestdirecting) oscar(bestpicture) ralphfiennes stevenspielberg wwii worldwar2 worldwarii amazingphotography atmospheric basedonabook basedonatruestory basedonbook biography blackandwhite bleak classic depressing disturbing drama greatsoundtrack greatstory heartbreaking historical history holocaust humanemotion humanism imdbtop250 inspiring jews literaryadaptation long nudity real sexscenes sexuality thought-provoking touching truestory war worldwarii
529,Searching for Bobby Fischer,1993,drama basedonatruestory chess father-sonrelationship genius prodigy
535,Short Cuts,1993,drama losangeles darkcomedy multiplestorylines
537,Sirens,1994,drama notablenudity nudity(fullfrontal-notable)
539,Sleepless in Seattle,1993,comedy drama romance billpullman comedy megryan newyorkcity romance tomhanks chickflick destiny father-sonrelationship predictable romanticcomedy singlefather
541,Blade Runner,1982,action sci-fi thriller harrisonford losangeles nudity(topless) philipk.dick ridleyscott rutgerhauer vangelis action adaptedfrom:book androids artificialintelligence assassin atmospheric author:philipk.dick basedonabook classic cultfilm cyberpunk dark dreamlike dystopia dystopian existentialism fantasy filmnoir film-noir future futuristic genetics greatcinematography greatsoundtrack imdbtop250 melancholy memory mortality neo-noir philosophical robots sci-fi sci-ficlassic slow slowpaced soundtrack stylized visual visuallystunning
546,Super Mario Bros.,1993,action adventure children comedy fantasy sci-fi videogame videogameadaptation
551,"Nightmare Before Christmas, The",1993,animation children fantasy musical christmas dannyelfman dannyelfmanscore halloween henryselick timburton animation atmospheric beautiful classic claymation creepy cultfilm dark fantasy ghosts gothic greatsoundtrack halloween humorous johnnydepp musical stopmotion stylized surreal whimsical
553,Tombstone,1993,action drama western docholliday valkilmer western cowboys dialogue gunfight
555,True Romance,1993,crime thriller bradpitt christianslater christopherwalken dennishopper garyoldman patriciaarquette quentintarantino samuell.jackson valkilmer action brutality darkcomedy dialogue ensemblecast homage romance shooting showdown tarantinoisgod violence violent
556,"War Room, The",1993,documentary documentary politics
562,Welcome to the Dollhouse,1995,comedy drama adolescence depressing disturbing indie quirky schooldrama
565,Cronos,1993,drama horror guillermodeltoro slow
581,"Celluloid Closet, The",1995,documentary gay lesbian
586,Home Alone,1990,children comedy catherineo'hara christmas danielstern invinciblebutidiotbadguys joepesci macaulayculkin childhoodclassics children christmas classic comedy family forkids funny hilarious holiday humor kidonhisown nostalgia slapstick traps
587,Ghost,1990,comedy drama fantasy romance thriller demimoore oscar(bestsupportingactress) patrickswayze whoopigoldberg bittersweet chickflick ghosts ghosts/afterlife girliemovie romance supernatural
588,Aladdin,1992,adventure animation children comedy musical 2danimation action disney fantasy oscar(bestmusic-originalscore) robinwilliams adventure animation artistic comedy fairytale funny genie goodversusevil kidsandfamily middleeast musical ragstoriches
589,Terminator 2: Judgment Day,1991,action sci-fi arnoldschwarzenegger jamescameron lindahamilton oscar(besteffects-visualeffects) robertpatrick suspense action androids apocalypse arnold artificialintelligence assassin classic computers cyborgs dystopia dystopicfuture future imdbtop250 manversusmachine music nuclearwar originalplot robots sci-fi strongfemalecharacter stylized terminator timetravel violence
590,Dances with Wolves,1990,adventure drama western americancivilwar kevincostner nativeamericans oscar(bestcinematography) oscar(bestdirecting) oscar(bestpicture) ushistory visuallystunning adventure basedonabook basedonbook bittersweet civilwar cultureclash drama historical indians nativeamericans war western
592,Batman,1989,action crime thriller batman dccomics jacknicholson kimbasinger michaelkeaton timburton action atmospheric comicbook crime dark darkhero filmnoir revenge stylized superhero super-hero superhero tense vigilante
593,"Silence of the Lambs, The",1991,crime horror thriller anthonyhopkins criterion hanniballecter hanniballector horror jodiefoster jonathandemme oscar(bestactor) oscar(bestactress) oscar(bestdirecting) oscar(bestpicture) scottglenn thomasharris anthonyhopkins atmospheric basedonabook basedonbook brilliant cannibalism chilling classic clever creepy crime crimedrama cultfilm dark detective disturbing drama excellentscript fbi goodacting gothic greatacting greatperformances hannibal hanniballecter horror imdbtop250 intense investigation jodiefoster kidnapping manipulation mentalillness murder mystery psychological psychologicalhorror psychologicalthriller psychology psychopath psychothriller scary serialkiller strongfemalelead suspense suspenseful tense thriller torture violent
594,Snow White and the Seven Dwarfs,1937,animation children drama fantasy musical disney animation classic fairytale goodversusevil musical sweet witch
595,Beauty and the Beast,1991,animation children fantasy musical romance imax 18thcentury animation disney disneyanimatedfeature france oscar(bestmusic-originalscore) oscar(bestmusic-originalsong) affectionate animation beautiful childhoodclassic classic fairytale fairytales gentle heartwarming heroine humorous kidsandfamily musical redemption romance whimsical
596,Pinocchio,1940,animation children fantasy musical classic disney animation fantasy
